Outreach ID,Company ID,Company ,Visit Date,Notes,Outcome,Stage,Status,Next Visit Date,Days Since Last Visit,Next Visit Countdown,Outcome Category,Follow Up Action,Owner,Prospects Match,Contact Type,Email Sent,Competitor
LID-01071,CID-EPI101,Epic Sheetmetal,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01072,CID-QUA101,Quality Welding,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01073,CID-JTS101,Jts Seamless Gutters,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01074,CID-ROS101,Rose City Gutter Cleaning,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01075,CID-ADV101,Advantage Roofing & Solar,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01076,CID-LIN101,Lindale Seamless Rain Gutter,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01077,CID-4LE101,4l Exteriors,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01078,CID-BCS101,B&c Seamless Gutter Systems,02/12/2026,"Yard looks like driveway. Owner is out, call Monday. Interested.",Interested (Warm),Nurture,Interested (Warm),02/16/2026,0,14,Interested (Warm),General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01079,CID-USG101,U.s. Gutter,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01056,CID-IRO101,Iron King Construction,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01057,CID-SMI101,Smith-fab Custom Steel Buildings,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01058,CID-PAC101,Pac-clad | Petersen,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01059,CID-JBC101,Jb Construction & Welding,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01060,CID-EAS101,East Texas Roof Works & Sheet Metal,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01061,CID-LAN101,Landmark Roofing & Sheet Metal,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01062,CID-ETX101,Etx Steel - Tyler,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01064,CID-FOR101,Fortis Specialty Services,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,FALSE,Email,TRUE,Other
LID-01065,CID-K5W101,K5 Welding & Fabrication,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01066,CID-WIN101,Winslows Custom Buildings,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01067,CID-TEX101,Texas Metal Building Services,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01068,CID-IRO102,Irongate Roofing and Sheet Metal,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01069,CID-MUE101,Mueller,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,FALSE,Email,TRUE,Other
LID-01070,CID-PAN101,Panther Fabrication,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01071,CID-EPI101,Epic Sheetmetal,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01072,CID-QUA101,Quality Welding,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01073,CID-JTS101,Jts Seamless Gutters,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01074,CID-ROS101,Rose City Gutter Cleaning,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01075,CID-ADV101,Advantage Roofing & Solar,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01076,CID-LIN101,Lindale Seamless Rain Gutter,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01077,CID-4LE101,4l Exteriors,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01078,CID-BCS101,B&c Seamless Gutter Systems,02/12/2026,"Yard looks like driveway. Owner is out, call Monday. Interested.",Interested (Warm),Nurture,Interested (Warm),02/16/2026,0,14,Interested (Warm),General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-01079,CID-USG101,U.s. Gutter,02/12/2026,Initial outreach email sent.,Initial Contact,Outreach,Interested (Warm),02/26/2026,0,14,Initial Contact,General Follow Up,Kyle Buzbee,TRUE,Email,TRUE,Other
LID-00001,CID-HUG103,Hughes Automotive,02/11/2026,"Called Billy this morning to touch base with him, and he decided that he wanted a 20 yd container. He mainly does mechanical work, so it won't be a very high-producing account, but he does have quite a bit he needs cleaned up at his shop.",Account Won,Won,Active,02/11/2026,0,0,Account Won,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00001,CID-TYL144,Tyler Radiator Shop,02/11/2026,"Talked to the new owner Miguel and he showed me around his shop and all the radiators he had. He typically holds on to it fo about 2 years before selling and he sold about a year ago and has been a little slow so its not quite where he wants it. He typically has people who stop by and bid on his pile, but I wouldnt feel comfortable doing that, so I would need Corey with me . He also has a really big pile of tin that he is wanting to get rid of, and was going to grab his trailer and load it all up and go to Dallas. The only issue is that his corner neighbor wont let him drive a truck on their property so there is no way of dropping a roll off container there. The muffler shop has an entrance, enough for a truck to pull up and we just throw the scrap in the bin, but he would have to talk to the owner to make sure it is okay to do that. He is wanting to do that relatively soon, so I need to get a plan together  so that he doesnt take his scrap to Dallas and we get it.",Interested (Warm),Nurture,Interested (Warm),02/24/2026,0,13,Interested (Warm),See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00001,CID-TYL144,Tyler Radiator Shop,02/11/2026,"Talked to the new owner Miguel and he showed me around his shop and all the radiators he had. He typically holds on to it fo about 2 years before selling and he sold about a year ago and has been a little slow so its not quite where he wants it. He typically has people who stop by and bid on his pile, but I wouldnt feel comfortable doing that, so I would need Corey with me . He also has a really big pile of tin that he is wanting to get rid of, and was going to grab his trailer and load it all up and go to Dallas. The only issue is that his corner neighbor wont let him drive a truck on their property so there is no way of dropping a roll off container there. The muffler shop has an entrance, enough for a truck to pull up and we just throw the scrap in the bin, but he would have to talk to the owner to make sure it is okay to do that. He is wanting to do that relatively soon, so I need to get a plan together  so that he doesnt take his scrap to Dallas and we get it.",Interested (Warm),Nurture,Interested (Warm),02/24/2026,0,13,Interested (Warm),See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0010,CID-ONE125,One Ten Welding,02/10/2026,"He said that he does not feel like switching at this time, but to check up on him every so often. Hes been with Tyler Iron for 20 years",Not Interested,Lost,Disqualified,08/08/2026,0,179,Not Interested,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-002,CID-NAT105,National Metal Buildings,02/10/2026,"Texted Omar again and did get a response, so I am going to revisit them in a couple months",No Answer,Outreach,Cold,02/12/2026,0,2,No Answer,See Notes,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-003,CID-ALL113,All Gutter Companies,02/10/2026,"sent a text to all gutter companies whom I had reached out to about 3 weeks ago, so hopefully I get some responses so that we can keep increasing Madfos' customers.",Not Interested,Lost,Disqualified,08/08/2026,0,179,Not Interested,See Notes,Kyle Buzbee,FALSE,Phone,FALSE,None
LID-004,CID-CYC108,Cyclops Gutter Service,02/10/2026,"I had reached out to him, and he responded that he did not need anything at the moment.",Not Interested,Lost,Disqualified,08/08/2026,0,179,Not Interested,See Notes,Kyle Buzbee,FALSE,Phone,FALSE,None
LID-007,CID-MIC01,Michael Deon Horton,02/10/2026,"Reached out and still waiting to hear a response. He has a scrap metal and junk removal business and always has scrap metal, but the problem is that he goes to all of the scrap yards. If I can get it to where he just comes to us, then I think it would be a solid account. for both ferrous and non-ferrous metal. ",Interested (Hot),Nurture,Interested (Hot),02/16/2026,0,6,Interested (Hot),See Notes,Kyle Buzbee,FALSE,Phone,FALSE,None
LID-008,CID-BRI01,Brian Ellison,02/10/2026,Reached out to a manager of an RV park and scraps metal on the side and he is always bringing in a little bit of everything,Interested (Hot),Nurture,Interested (Hot),02/16/2026,0,6,Interested (Hot),See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0011,CID-PRE107,Precision Junk Removal,02/10/2026,Reached out to Bailey and sent him a text seeing if he needed a roll-off for any jobs coming up since he said he would reach out if they ever had any.,Follow-Up,Nurture,Interested (Warm),02/23/2026,0,13,Follow-Up,See Notes,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-0012,CID-CHA112,Champion Fence,02/10/2026,"Stopped by and talked to the receptionist briefly. I asked if I could speak with someone about their roll-off container, and she said that she was the only person there.",Follow-Up,Nurture,Interested (Warm),02/23/2026,0,13,Follow-Up,See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-005,CID-SRT103,Srt Auto Center,02/10/2026,"He said he was still waiting to hear back from the lawyers regarding all of his tenants' cars and metal, but confirmed once again that I will be the first person he calls once they get it straightened out",Interested (Warm),Nurture,Interested (Warm),02/23/2026,0,13,Interested (Warm),See Notes,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-006,CID-GUT133,Gutter Gutter,02/10/2026,"Reached out to Dylan to see if he needed or was interested in a roll-off container or even bringing his metal to Madfos. He said he has been pretty slow right now, so he said he would think about it.",Interested (Warm),Nurture,Interested (Warm),02/23/2026,0,13,Interested (Warm),See Notes,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-009,CID-HUG103,Hughes Automotive,02/10/2026,"Followed up with Hughes Automotive, but I did not get an answer, so I left a voicemail. I had visited them about 2 weeks ago, and I am pretty confident I am going to get this account. But they might be wanting a 20-yard, and all we have are 30 yards",Follow-Up,Nurture,Interested (Warm),02/23/2026,0,13,Follow-Up,See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-007,CID-MIC01,Michael Deon Horton,02/10/2026,"Reached out and still waiting to hear a response. He has a scrap metal and junk removal business and always has scrap metal, but the problem is that he goes to all of the scrap yards. If I can get it to where he just comes to us, then I think it would be a solid account. for both ferrous and non-ferrous metal. ",Interested (Hot),Nurture,Interested (Hot),02/16/2026,0,6,Interested (Hot),See Notes,Kyle Buzbee,FALSE,Phone,FALSE,None
LID-008,CID-BRI01,Brian Ellison,02/10/2026,Reached out to a manager of an RV park and scraps metal on the side and he is always bringing in a little bit of everything,Interested (Hot),Nurture,Interested (Hot),02/16/2026,0,6,Interested (Hot),See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0011,CID-PRE107,Precision Junk Removal,02/10/2026,Reached out to Bailey and sent him a text seeing if he needed a roll-off for any jobs coming up since he said he would reach out if they ever had any.,Follow-Up,Nurture,Interested (Warm),02/23/2026,0,13,Follow-Up,See Notes,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-0012,CID-CHA112,Champion Fence,02/10/2026,"Stopped by and talked to the receptionist briefly. I asked if I could speak with someone about their roll-off container, and she said that she was the only person there.",Follow-Up,Nurture,Interested (Warm),02/23/2026,0,13,Follow-Up,See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-005,CID-SRT103,Srt Auto Center,02/10/2026,"He said he was still waiting to hear back from the lawyers regarding all of his tenants' cars and metal, but confirmed once again that I will be the first person he calls once they get it straightened out",Interested (Warm),Nurture,Interested (Warm),02/23/2026,0,13,Interested (Warm),See Notes,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-006,CID-GUT133,Gutter Gutter,02/10/2026,"Reached out to Dylan to see if he needed or was interested in a roll-off container or even bringing his metal to Madfos. He said he has been pretty slow right now, so he said he would think about it.",Interested (Warm),Nurture,Interested (Warm),02/23/2026,0,13,Interested (Warm),See Notes,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-009,CID-HUG103,Hughes Automotive,02/10/2026,"Followed up with Hughes Automotive, but I did not get an answer, so I left a voicemail. I had visited them about 2 weeks ago, and I am pretty confident I am going to get this account. But they might be wanting a 20-yard, and all we have are 30 yards",Follow-Up,Nurture,Interested (Warm),02/23/2026,0,13,Follow-Up,See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0019,CID-TIT103,Titan Junk Removal,02/09/2026,Does not deal with any scrap metal,Disqualified,Lost,Disqualified,02/08/2026,0,-1,Disqualified,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-0020,CID-GET101,Get It Gone,02/09/2026,"They have a  20yd container with AIM and have been happy with their service so far. He was not sure how much he was getting paid for his metal, but said he wanted to stick with them for right now, but if something were to come up that he would reach out and let me know.",Not Interested,Lost,Disqualified,08/07/2026,0,179,Not Interested,See Notes,Kyle Buzbee,FALSE,Phone,FALSE,None
LID-0021,CID-JIF102,Jiffy Junk Haul and Recycle,02/09/2026,Did not answer so I left a voicemail explaining our service briefly and that I would love to work with them on trying to get the most out of their scrap metal,No Answer,Outreach,Cold,02/11/2026,0,2,No Answer,See Notes,Kyle Buzbee,FALSE,Phone,FALSE,None
LID-0022,CID-BRO108,Broxson Junk Removal Demolition,02/09/2026,No answer,No Answer,Outreach,Cold,02/11/2026,0,2,No Answer,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-0023,CID-EAS124,East Texas Junk Removal Service,02/09/2026,He said that he was good and hung up,Not Interested,Lost,Disqualified,08/07/2026,0,179,Not Interested,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-0024,CID-JUN121,Junk Squad Junk Removal,02/09/2026,"They have their own roll off containers and complained that I had reached out to him a bunch of times. He currently takes it to Tyler Iron, so I will reach out again in another month or two since he is happy with the way he is currently doing things.",Not Interested,Lost,Disqualified,08/07/2026,0,179,Not Interested,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-0025,CID-GSJ109,Gs Junk Removal,02/09/2026,Call was forwarded to voicemail so I left a message explaining who we were and that I would love to buy his metal.,No Answer,Outreach,Cold,02/11/2026,0,2,No Answer,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-0026,CID-DAV105,Davis and Sons Haul Off Service,02/09/2026,The guy on the phone specifically said that he was not interested in using us,Not Interested,Lost,Disqualified,08/07/2026,0,179,Not Interested,See Notes,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-0017,CID-EAG102,Eagle Steel Buildings,02/09/2026,"Spoke to the manager and he said that he was actually about to call Tyler Iron to pick up their box and whenever he gets a receipt than he would reach out to me. They have tin and short iron, and I told him that he could throw everything together and we can separate it at the yard. He also was asking about screws with little pieces of rubber on them and I said that we would take it all (has a couple 55 gal. drums full of them). I think I am going to be able to get this account.",Interested (Hot),Nurture,Interested (Hot),02/15/2026,0,6,Interested (Hot),See Notes,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0013,CID-SBI101,Sbi International,02/09/2026,Followed up with SBI international and emailed the person who I talked to on Friday,Follow-Up,Nurture,Interested (Warm),02/22/2026,0,13,Follow-Up,See Notes,Kyle Buzbee,TRUE,Email,FALSE,None
